Chord,E,A,D,G,B,E2,Structure,Note1,Note2,Note3,Note4,Note5,Note6
F#9;6,x,1,3,2,4,x,1;3;5;b7;9,x,A#,E,G#,C#,x
F#11;1,2,x,3,1,0,0,1;3;5;b7;9;11,F#,x,E,G#,B,E
F#11;2,x,x,1,1,2,1,1;3;5;b7;9;11,x,x,F#,B,E,G#
F#11;3,x,1,1,1,1,1,1;3;5;b7;9;11,x,F#,B,E,G#,C#
F#13;1,1,x,1,2,3,4,1;3;5;b7;9;11;13,F#,x,E,A#,D#,G#
F#13;2,x,2,1,3,3,4,1;3;5;b7;9;11;13,x,F#,A#,E,G#,D#
F#13;3,x,1,3,1,1,4,1;3;5;b7;9;11;13,x,F#,C#,E,G#,D#
F#13;4,1,x,2,3,4,x,1;3;5;b7;9;11;13,F#,x,E,A#,D#,x
F#13;5,x,1,3,4,2,x,1;3;5;b7;9;11;13,x,E,A#,D#,F#,x
F#13;6,x,x,1,2,2,4,1;3;5;b7;9;11;13,x,x,A#,E,G#,D#
F#43991;1,2,1,1,1,3,4,1;3;5;6;9,F#,A#,D#,G#,C#,F#
F#43991;2,x,x,2,1,3,4,1;3;5;6;9,x,x,F#,A#,D#,G#
F#43991;3,x,2,1,1,3,4,1;3;5;6;9,x,F#,A#,D#,G#,C#
F#7(#11);1,x,1,3,2,x,x,1;3;5;b7;#11,x,F#,C,E,x,x
F#7(#11);2,2,x,3,4,1,x,1;3;5;b7;#11,F#,x,E,A#,C,x
F#7(#11);3,2,x,3,4,1,0,1;3;5;b7;#11,F#,x,E,A#,C,E
F#7(#5);1,1,x,1,2,3,1,1;3;#5;b7,F#,x,E,A#,D,F#
F#7(#5);2,x,1,2,1,1,x,1;3;#5;b7,x,E,A#,D,F#,x
F#7(#5);3,x,1,4,1,3,2,1;3;#5;b7,x,F#,D,E,A#,D
F#7(#9);1,2,1,3,3,3,3,1;3;5;b7;#9,F#,A#,E,A,C#,F#
F#7(#9);2,1,3,1,2,1,4,1;3;5;b7;#9,F#,C#,E,A#,C#,A
F#7(#9);3,x,2,1,3,4,x,1;3;5;b7;#9,x,F#,A#,E,A,x
F#7(b9);1,1,x,1,2,1,3,1;3;5;b7;b9,F#,x,E,A#,C#,G
F#7(b9);2,x,x,2,1,3,1,1;3;5;b7;b9,x,x,F#,A#,E,G
F#7(b9);3,x,2,1,3,1,x,1;3;5;b7;b9,x,F#,A#,E,G,x
F#7b5;1,1,3,2,4,x,x,1;3;b5;b7,F#,C,E,A#,x,x
F#7b5;2,x,x,1,2,3,4,1;3;b5;b7,x,x,F#,C,E,A#
F#7b5;3,x,1,2,1,3,x,1;3;b5;b7,x,F#,C,E,A#,x
F#7sus4;1,1,3,1,4,1,1,1;4;5;b7,F#,C#,E,B,C#,F#
F#7sus4;2,x,2,3,4,1,x,1;4;5;b7,x,F#,B,E,F#,x
F#7sus4;3,x,1,3,1,4,1,1;4;5;b7,x,F#,C#,E,B,C#
F#7sus4;4,x,x,3,4,2,0,1;4;5;b7,x,x,F#,B,C#,E
F#9(#5);1,x,1,2,1,1,x,1;3;#5;b7;9,x,E,A#,D,F#,x
F#9b5;1,2,1,3,1,1,4,1;3;b5;b7;9,F#,A#,E,G#,C,F#
F#9b5;2,x,x,1,2,3,1,1;3;b5;b7;9,x,x,F#,C,E,G#
F#9b5;3,1,2,1,3,4,1,1;3;b5;b7;9,C,F#,A#,E,G#,C
F#aug;1,x,3,2,1,1,x,1;3;#5,x,D,F#,A#,D,x
F#aug;2,4,3,2,1,x,x,1;3;#5,A#,D,F#,A#,x,x
F#aug;3,x,x,4,2,3,1,1;3;#5,x,x,D,F#,A#,D
F#aug;4,2,1,0,x,x,x,1;3;#5,F#,A#,D,x,x,x
F#aug;5,x,3,2,1,1,x,1;3;#5,x,F#,A#,D,F#,x
F#dim;1,1,2,3,1,x,x,1;b3;b5,F#,C,F#,A,x,x
F#dim;2,x,x,1,2,4,3,1;b3;b5,x,x,F#,C,F#,A
F#dim;3,x,1,2,3,4,x,1;b3;b5,x,F#,C,F#,A,x
F#dim;4,x,x,3,1,4,x,1;b3;b5,x,x,A,C,F#,x
F#dim;5,2,x,4,3,1,x,1;b3;b5,F#,x,F#,A,C,x
F#dim;6,x,0,1,2,4,3,1;b3;b5,x,A,F#,C,F#,A
F#dim7;1,2,4,1,3,x,x,1;b3;b5;bb7,A,D,F#,C,x,x
F#dim7;2,x,2,3,1,4,x,1;b3;b5;bb7,x,A,D,F#,C,x
F#dim7;3,x,x,1,3,2,4,1;b3;b5;bb7,x,x,D,A,C,F#
F#dim7;4,x,x,1,3,2,4,1;b3;b5;bb7,x,x,F#,C,D,A
F#dim7;5,1,2,3,1,4,1,1;b3;b5;bb7,F#,C,F#,A,D,F#
F#dim7;6,x,2,3,1,4,x,1;b3;b5;bb7,x,F#,C,D,A,x
F#dim7;7,x,x,1,3,2,4,1;b3;b5;bb7,x,x,D,A,C,F#
F#dim7;8,2,x,1,3,1,x,1;b3;b5;bb7,F#,x,D,A,C,x
F#dim7;9,x,2,3,1,4,x,1;b3;b5;bb7,x,D,A,C,F#,x
F#dim7;10,x,x,1,3,2,4,1;b3;b5;bb7,x,x,C,F#,A,D
F#dim7;11,2,x,1,3,1,x,1;b3;b5;bb7,C,x,A,D,F#,x
F#m;1,1,3,4,1,1,1,1;b3;5,F#,C#,F#,A,C#,F#
F#m;2,x,x,1,3,4,2,1;b3;5,x,x,F#,C#,F#,A
F#m;3,x,1,3,4,2,1,1;b3;5,x,F#,C#,F#,A,C#
F#m;4,x,1,3,4,2,x,1;b3;5,x,F#,C#,F#,A,x
F#m;5,x,x,3,1,1,1,1;b3;5,x,x,F#,A,C#,F#
F#m11;1,x,3,1,4,0,0,1;b3;5;b7;9;11,x,F#,A,E,B,E
F#m11;2,1,3,4,1,0,0,1;b3;5;b7;9;11,F#,C#,F#,A,B,E
F#m11;3,x,1,1,1,2,x,1;b3;5;b7;9;11,x,F#,B,E,A,x
F#m11;4,2,x,3,4,0,x,1;b3;5;b7;9;11,F#,x,E,A,B,x
F#m11;5,2,x,3,4,0,0,1;b3;5;b7;9;11,F#,x,E,A,B,E
F#m11;6,x,1,3,4,0,0,1;b3;5;b7;9;11,x,F#,C#,F#,B,E
F#m11;7,x,x,3,1,4,x,1;b3;5;b7;9;11,x,x,C#,E,B,x
F#m11;8,x,1,4,1,2,1,1;b3;5;b7;9;11,x,C#,A,B,E,G#
F#m6;1,1,x,3,1,4,1,1;b3;5;6,F#,x,F#,A,D#,F#
F#m6;2,x,3,1,2,1,x,1;b3;5;6,x,F#,A,D#,F#,x
F#m6;3,x,1,x,3,2,4,1;b3;5;6,x,F#,x,F#,A,D#
F#m7;1,1,3,1,1,4,1,1;b3;5;b7,F#,C#,E,A,E,F#
F#m7;2,x,x,1,4,2,3,1;b3;5;b7,x,x,F#,C#,E,A
F#m7;3,x,1,3,1,2,1,1;b3;5;b7,x,F#,C#,E,A,C#
F#m7;4,1,3,1,1,1,1,1;b3;5;b7,F#,C#,E,A,C#,F#
F#m7;5,x,2,1,3,4,x,1;b3;5;b7,x,F#,A,E,A,x
F#m7;6,2,x,3,3,3,x,1;b3;5;b7,F#,x,E,A,C#,x
F#m7;7,2,x,3,3,x,x,1;b3;5;b7,F#,x,E,A,x,x
F#m7;8,x,2,x,3,4,x,1;b3;5;b7,x,F#,x,E,A,x
F#m7;9,x,x,1,1,1,1,1;b3;5;b7,x,x,E,A,C#,F#
F#m7;10,1,3,1,1,1,4,1;b3;5;b7,F#,C#,E,A,C#,A
F#m9;1,1,3,1,1,1,4,1;b3;5;b7;9,F#,C#,E,A,C#,G#
F#m9;2,x,x,2,1,4,3,1;b3;5;b7;9,x,x,F#,A,E,G#
F#m9;3,x,2,1,3,4,x,1;b3;5;b7;9,x,F#,A,E,G#,x
F#maj;1,1,3,4,2,1,1,1;3;5,F#,C#,F#,A#,C#,F#
F#maj;2,x,4,3,1,2,1,1;3;5,x,F#,A#,C#,F#,A#
F#maj;3,x,1,3,3,3,x,1;3;5,x,F#,C#,F#,A#,x
F#maj;4,1,3,4,2,x,x,1;3;5,F#,C#,F#,A#,x,x
F#maj;5,x,x,3,1,2,x,1;3;5,x,x,A#,C#,F#,x
F#maj;6,2,1,x,x,x,x,1;3;5,F#,A#,x,x,x,x
F#maj;7,x,x,x,1,3,2,1;3;5,x,x,x,C#,F#,A#
F#maj;8,x,x,3,2,1,1,1;3;5,x,x,F#,A#,C#,F#
F#maj;9,x,x,3,3,3,x,1;3;5,x,x,C#,F#,A#,x
F#maj;10,1,3,x,2,x,x,1;3;5,F#,C#,x,A#,x,x
F#maj;11,1,4,x,x,x,x,1;3;5,A#,F#,x,x,x,x
F#maj7;1,1,4,2,3,1,x,1;3;5;7,F#,C#,F,A#,C#,x
F#maj7;2,x,4,3,1,1,1,1;3;5;7,x,F#,A#,C#,F,A#
F#maj7;3,x,1,3,2,4,1,1;3;5;7,x,F#,C#,F,A#,C#
F#maj9;1,x,x,4,1,2,1,1;3;5;7;9,x,x,F#,G#,C#,F
F#maj9;2,x,4,1,1,1,1,1;3;5;7;9,x,F#,G#,C#,F,A#
F#maj9;3,x,2,1,4,3,x,1;3;5;7;9,x,F#,A#,F,G#,x
F#sus4;1,1,1,3,4,1,1,1;4;5,F#,B,F#,B,C#,F#
F#sus4;2,x,3,4,1,2,x,1;4;5,x,F#,B,C#,F#,x
F#sus4;3,x,1,2,3,4,1,1;4;5,x,F#,C#,F#,B,C#
F#sus4;4,x,1,3,3,4,x,1;4;5,x,F#,C#,F#,B,x
G5;1,1,3,x,x,x,x,1;5,G,D,x,x,x,x
G5;2,x,x,1,1,x,x,1;5,x,x,D,G,x,x
G5;3,1,3,4,x,x,x,1;5,G,D,G,x,x,x
G5;4,x,1,3,4,x,x,1;5,x,G,D,G,x,x
G5;5,x,1,1,x,x,x,1;5,x,D,G,x,x,x
G5;6,2,x,0,0,3,x,1;5,G,x,D,G,D,x
G5;7,2,x,0,0,x,x,1;5,G,x,D,G,x,x
G5;8,x,x,1,3,x,x,1;5,x,x,G,D,x,x
G5;9,x,1,4,x,x,x,1;5,x,G,D,x,x,x
G5;10,x,x,1,3,4,x,1;5,x,x,G,D,G,x
G5;11,x,x,x,1,2,4,1;5,x,x,x,D,G,D
G6;1,1,2,0,0,0,0,1;3;5;6,G,B,D,G,B,E
G6;2,1,x,3,2,4,1,1;3;5;6,G,x,G,B,E,G
G6;3,x,4,2,3,1,x,1;3;5;6,x,G,B,E,G,x
G6;4,x,x,x,2,1,0,1;3;5;6,x,x,x,B,D,E
G6;5,1,3,4,2,0,0,1;3;5;6,G,D,G,B,B,E
G6;6,x,x,3,2,1,0,1;3;5;6,x,x,G,B,D,E
G6;7,x,x,0,0,3,0,1;3;5;6,x,x,D,G,D,E
G6;8,x,3,2,0,1,0,1;3;5;6,x,G,B,G,G,E
G6;9,x,x,3,2,3,1,1;3;5;6,x,x,G,B,E,G
G6;10,x,x,x,0,0,0,1;3;5;6,x,x,x,G,B,E
G6;11,2,1,0,0,3,0,1;3;5;6,G,B,D,G,D,E
G6;12,2,x,1,4,3,x,1;3;5;6,G,x,E,B,D,x
G6;13,x,x,3,2,4,0,1;3;5;6,x,x,G,B,E,E
G6;14,1,x,4,3,2,0,1;3;5;6,G,x,G,B,D,E
G6;15,x,2,3,1,0,0,1;3;5;6,x,D,G,B,B,E
G6;16,1,4,x,x,x,x,1;3;5;6,G,E,x,x,x,x
G6;17,0,2,3,1,0,0,1;3;5;6,E,D,G,B,B,E
G6;18,3,x,0,0,4,0,1;3;5;6,G,x,D,G,D,E
G7;1,3,2,0,0,0,1,1;3;5;b7,G,B,D,G,B,F
G7;2,1,3,1,2,4,1,1;3;5;b7,G,D,F,B,F,G
G7;3,x,3,2,4,1,x,1;3;5;b7,x,G,B,F,G,x
G7;4,x,2,3,0,4,x,1;3;5;b7,x,B,F,G,D,x
G7;5,2,1,3,0,0,4,1;3;5;b7,G,B,F,G,B,G
G7;6,3,2,0,0,4,1,1;3;5;b7,G,B,D,G,D,F
G7;7,3,2,4,0,0,1,1;3;5;b7,G,B,F,G,B,F
G7;8,x,x,x,2,1,3,1;3;5;b7,x,x,x,D,F,B
G7;9,x,2,1,3,0,4,1;3;5;b7,x,G,B,F,B,D
G7;10,x,x,3,2,4,1,1;3;5;b7,x,x,G,B,F,G
G7;11,1,3,1,2,1,1,1;3;5;b7,G,D,F,B,D,G
G7;12,x,x,1,3,2,4,1;3;5;b7,x,x,G,D,F,B
G7;13,1,x,2,3,x,x,1;3;5;b7,G,x,F,B,x,x
G7;14,x,2,1,3,x,x,1;3;5;b7,x,G,B,F,x,x
G7;15,x,x,x,0,0,1,1;3;5;b7,x,x,x,G,B,F
G7;16,1,x,2,4,3,x,1;3;5;b7,G,x,F,B,D,x
G7;17,x,1,2,4,3,x,1;3;5;b7,x,B,F,B,D,x
G7;18,x,3,1,2,1,x,1;3;5;b7,x,D,F,B,D,x
G7;19,3,x,1,4,2,x,1;3;5;b7,B,x,G,D,F,x
G7;20,x,x,4,2,1,3,1;3;5;b7,x,x,B,D,F,B
G9;1,x,1,3,2,4,x,1;3;5;b7;9,x,B,F,A,D,x
G9;2,x,x,2,1,3,4,1;3;5;b7;9,x,x,F,A,D,G
G9;3,x,2,1,3,4,x,1;3;5;b7;9,x,G,B,F,A,x
G9;4,x,2,1,3,3,3,1;3;5;b7;9,x,G,B,F,A,D
G9;5,x,x,1,2,1,4,1;3;5;b7;9,x,x,F,B,D,A
G9;6,1,3,1,2,1,4,1;3;5;b7;9,G,D,F,B,D,A
G9;7,x,x,1,3,2,1,1;3;5;b7;9,x,x,G,D,F,A
G9;8,x,x,3,2,1,4,1;3;5;b7;9,x,x,F,A,B,G
G9;9,x,x,1,2,2,2,1;3;5;b7;9,x,x,B,F,A,D
G9;10,3,x,0,2,0,1,1;3;5;b7;9,G,x,D,A,B,F
G11;1,3,x,4,2,1,1,1;3;5;b7;9;11,G,x,F,A,C,F
G11;2,x,x,1,1,2,1,1;3;5;b7;9;11,x,x,G,C,F,A
G11;3,x,1,1,1,1,1,1;3;5;b7;9;11,x,G,C,F,A,D
G13;1,3,x,4,2,0,0,1;3;5;b7;9;11;13,G,x,F,A,B,E
G13;2,1,x,1,2,3,4,1;3;5;b7;9;11;13,G,x,F,B,E,A
G13;3,x,2,1,3,3,4,1;3;5;b7;9;11;13,x,G,B,F,A,E
G13;4,1,x,2,3,4,x,1;3;5;b7;9;11;13,G,x,F,B,E,x
G13;5,1,3,1,2,4,1,1;3;5;b7;9;11;13,G,D,F,B,E,G
G13;6,1,3,1,2,4,4,1;3;5;b7;9;11;13,G,D,F,B,E,A
G13;7,x,x,1,2,3,4,1;3;5;b7;9;11;13,x,x,F,B,E,A
G13;8,x,x,1,2,3,1,1;3;5;b7;9;11;13,x,x,F,B,E,G
G13;9,x,x,1,2,2,4,1;3;5;b7;9;11;13,x,x,B,F,A,E
G13;10,x,1,3,4,2,x,1;3;5;b7;9;11;13,x,F,B,E,G,x
G13;11,x,x,3,0,0,0,1;3;5;b7;9;11;13,x,x,F,G,B,E
G13;12,x,1,3,2,4,0,1;3;5;b7;9;11;13,x,B,F,A,D,E
G43991;1,2,1,1,1,3,4,1;3;5;6;9,G,B,E,A,D,G
G43991;2,x,x,2,1,3,4,1;3;5;6;9,x,x,G,B,E,A
G43991;3,x,2,1,1,3,4,1;3;5;6;9,x,G,B,E,A,D
G13(b9);1,x,x,3,1,0,0,1;3;5;b7;b9;11;13,x,x,F,G#,B,E
G13(b9);2,x,1,3,3,3,x,1;3;5;b7;b9;11;13,x,F,B,E,G#,x
G13(b9);3,x,1,3,3,3,4,1;3;5;b7;b9;11;13,x,F,B,E,G#,D
G13(b9);4,x,x,1,2,4,3,1;3;5;b7;b9;11;13,x,x,F,B,E,G#
G13(b9);5,3,x,4,1,0,0,1;3;5;b7;b9;11;13,G,x,F,G#,B,E
G7(#11);1,2,x,3,4,1,x,1;3;5;b7;#11,G,x,F,B,C#,x
G7(#11);2,x,1,3,2,x,x,1;3;5;b7;#11,x,G,C#,F,x,x
G7(#5);1,1,x,1,2,3,1,1;3;#5;b7,G,x,F,B,D#,G
G7(#5);2,x,1,2,1,1,x,1;3;#5;b7,x,F,B,D#,G,x
G7(#5);3,x,1,4,1,3,2,1;3;#5;b7,x,G,D#,F,B,D#
G7(#5);4,1,x,2,3,4,x,1;3;#5;b7,G,x,F,B,D#,x
G7(#9);1,2,1,3,3,3,3,1;3;5;b7;#9,G,B,F,A#,D,G
G7(#9);2,1,3,1,2,1,4,1;3;5;b7;#9,G,D,F,B,D,A#
G7(#9);3,x,2,1,3,4,x,1;3;5;b7;#9,x,G,B,F,A#,x
G7(b9);1,3,2,4,1,0,x,1;3;5;b7;b9,G,B,F,G#,B,x
G7(b9);2,1,x,1,2,1,3,1;3;5;b7;b9,G,x,F,B,D,G#
G7(b9);3,x,2,1,3,1,x,1;3;5;b7;b9,x,G,B,F,G#,x
G7(b9);4,x,2,3,1,4,x,1;3;5;b7;b9,x,B,F,G#,D,x
G7(b9);5,x,x,1,3,2,4,1;3;5;b7;b9,x,x,G#,D,F,B
G7(b9);6,x,x,1,3,2,4,1;3;5;b7;b9,x,x,F,B,D,G#
G7(b9);7,x,2,3,1,4,x,1;3;5;b7;b9,x,G#,D,F,B,x
G7(b9);8,x,x,1,3,2,4,1;3;5;b7;b9,x,x,B,F,G#,D
G7(b9);9,x,x,1,3,2,4,1;3;5;b7;b9,x,x,D,G#,B,F
G7(b9);10,x,x,3,1,4,x,1;3;5;b7;b9,x,x,B,D,G#,x
G7(b9);11,3,1,2,x,4,x,1;3;5;b7;b9,B,D,G#,x,G,x
G7b5;1,1,3,2,4,x,x,1;3;b5;b7,G,C#,F,B,x,x
G7b5;2,x,x,1,2,3,4,1;3;b5;b7,x,x,G,C#,F,B
G7b5;3,x,1,2,1,3,x,1;3;b5;b7,x,G,C#,F,B,x
G7sus4;1,3,x,4,0,1,x,1;4;5;b7,G,x,F,G,C,x
G7sus4;2,1,3,1,4,1,1,1;4;5;b7,G,D,F,C,D,G
G7sus4;3,x,2,3,4,1,x,1;4;5;b7,x,G,C,F,G,x
G9b5;1,2,1,3,1,1,4,1;3;b5;b7;9,G,B,F,A,C#,G
G9b5;2,x,x,1,2,3,1,1;3;b5;b7;9,x,x,G,C#,F,A
G9b5;3,1,2,1,3,4,1,1;3;b5;b7;9,C#,G,B,F,A,C#
Gadd9;1,x,x,3,2,1,4,1;3;5;9,x,x,G,B,D,A
Gadd9;2,2,x,0,1,0,x,1;3;5;9,G,x,D,A,B,x
Gaug;1,x,3,2,1,1,x,1;3;#5,x,D#,G,B,D#,x
Gaug;2,4,3,2,1,x,x,1;3;#5,B,D#,G,B,x,x
Gaug;3,x,x,4,2,3,1,1;3;#5,x,x,D#,G,B,D#
Gaug;4,x,x,x,2,3,1,1;3;#5,x,x,x,B,D#,G
Gaug;5,x,x,2,1,1,x,1;3;#5,x,x,G,B,D#,x
Gaug;6,x,3,2,1,x,x,1;3;#5,x,D#,G,B,x,x
Gaug;7,3,2,1,x,x,x,1;3;#5,B,D#,G,x,x,x
Gaug;8,x,x,x,2,3,1,1;3;#5,x,x,x,D#,G,B
Gaug;9,x,x,2,1,1,x,1;3;#5,x,x,B,D#,G,x
Gaug;10,x,3,2,1,x,x,1;3;#5,x,G,B,D#,x,x
Gaug;11,x,x,x,2,3,1,1;3;#5,x,x,x,G,B,D#
Gaug;12,x,x,2,1,1,x,1;3;#5,x,x,D#,G,B,x
Gaug;13,x,3,2,1,x,x,1;3;#5,x,B,D#,G,x,x
Gaug;14,3,2,1,x,x,x,1;3;#5,G,B,D#,x,x,x
Gaug;15,3,2,1,x,x,x,1;3;#5,D#,G,B,x,x,x
Gdim;1,x,x,4,3,1,2,1;b3;b5,x,x,G,A#,C#,G
Gdim;2,x,x,1,2,4,3,1;b3;b5,x,x,G,C#,G,A#
Gdim;3,x,1,2,4,3,x,1;b3;b5,x,G,C#,G,A#,x
Gdim;4,x,x,3,1,4,x,1;b3;b5,x,x,A#,C#,G,x
Gdim;5,x,x,x,2,1,3,1;b3;b5,x,x,x,A#,C#,G
Gdim;6,x,x,4,2,1,x,1;b3;b5,x,x,G,A#,C#,x
Gdim;7,x,2,3,1,x,x,1;b3;b5,x,C#,G,A#,x,x
Gdim;8,3,1,2,x,x,x,1;b3;b5,A#,C#,G,x,x,x
Gdim;9,x,x,x,1,3,1,1;b3;b5,x,x,x,C#,G,A#
Gdim;10,x,4,2,1,x,x,1;b3;b5,x,G,A#,C#,x,x
Gdim;11,2,3,1,x,x,x,1;b3;b5,C#,G,A#,x,x,x
Gdim;12,x,x,x,3,2,1,1;b3;b5,x,x,x,G,A#,C#
Gdim;13,x,x,1,3,2,x,1;b3;b5,x,x,C#,G,A#,x
Gdim;14,x,3,1,2,x,x,1;b3;b5,x,A#,C#,G,x,x
Gdim;15,4,2,1,x,x,x,1;b3;b5,G,A#,C#,x,x,x
Gdim7;1,2,4,1,3,x,x,1;b3;b5;bb7,A#,E,G,C#,x,x
Gdim7;2,x,2,3,1,4,x,1;b3;b5;bb7,x,G,C#,E,A#,x
Gdim7;3,x,x,1,3,2,4,1;b3;b5;bb7,x,x,E,A#,C#,G
Gdim7;4,x,x,1,3,2,4,1;b3;b5;bb7,x,x,G,C#,E,A#
Gdim7;5,x,3,1,2,x,x,1;b3;b5;bb7,x,G,A#,E,x,x
Gdim7;6,2,x,1,3,x,x,1;b3;b5;bb7,G,x,E,A#,x,x
Gdim7;7,x,x,1,3,2,4,1;b3;b5;bb7,x,x,E,A#,C#,G
Gdim7;8,2,4,1,0,x,x,1;b3;b5;bb7,G,C#,E,G,x,x
Gm;1,1,3,4,1,1,1,1;b3;5,G,D,G,A#,D,G
Gm;2,x,x,1,3,4,2,1;b3;5,x,x,G,D,G,A#
Gm;3,x,1,3,4,2,1,1;b3;5,x,G,D,G,A#,D
Gm(maj9);1,x,x,2,1,1,4,1;b3;5;7;9,x,x,F#,A#,D,A
Gm11;1,2,x,3,4,1,x,1;b3;5;b7;9;11,G,x,F,A#,C,x
Gm11;2,x,1,1,1,2,4,1;b3;5;b7;9;11,x,G,C,F,A#,F
Gm11;3,x,1,1,1,2,1,1;b3;5;b7;9;11,x,G,C,F,A#,D
Gm11;4,x,x,2,3,1,x,1;b3;5;b7;9;11,x,x,F,A#,C,x
Gm11;5,x,2,1,3,4,1,1;b3;5;b7;9;11,x,G,A#,F,A#,C
Gm11;6,x,2,1,3,4,1,1;b3;5;b7;9;11,x,G,A#,F,A,C
Gm6;1,1,x,3,1,4,1,1;b3;5;6,G,x,G,A#,E,G
Gm6;2,x,3,1,2,1,x,1;b3;5;6,x,G,A#,E,G,x
Gm6;3,x,1,x,3,2,4,1;b3;5;6,x,G,x,G,A#,E
Gm6;4,2,x,0,3,4,0,1;b3;5;6,G,x,D,A#,D,E
Gm7;1,1,3,1,1,4,1,1;b3;5;b7,G,D,F,A#,F,G
Gm7;2,x,x,1,4,2,3,1;b3;5;b7,x,x,G,D,F,A#
Gm7;3,x,1,3,1,2,1,1;b3;5;b7,x,G,D,F,A#,D
Gm7;4,2,x,3,3,x,x,1;b3;5;b7,G,x,F,A#,x,x
Gm7;5,2,x,3,3,3,x,1;b3;5;b7,G,x,F,A#,D,x
Gm7;6,1,3,1,1,1,1,1;b3;5;b7,G,D,F,A#,D,G
Gm7;7,x,2,1,3,4,x,1;b3;5;b7,x,G,A#,F,A#,x
Gm7;8,2,x,x,3,4,1,1;b3;5;b7,G,x,x,A#,D,F
Gm9;1,3,1,4,2,x,x,1;b3;5;b7;9,G,A#,F,A,x,x
Gm9;2,1,3,1,1,1,4,1;b3;5;b7;9,G,D,F,A#,D,A
Gm9;3,x,2,1,3,4,x,1;b3;5;b7;9,x,G,A#,F,A,x
Gm9;4,2,x,3,3,3,4,1;b3;5;b7;9,G,x,F,A#,D,A
Gmaj;1,1,3,4,2,1,1,1;3;5,G,D,G,B,D,G
Gmaj;2,x,4,3,1,2,1,1;3;5,x,G,B,D,G,B
Gmaj;3,x,x,x,0,0,3,1;3;5,x,x,x,G,B,G
Gmaj;4,2,1,0,0,3,4,1;3;5,G,B,D,G,D,G
Gmaj;5,x,x,x,1,2,1,1;3;5,x,x,x,D,G,B
Gmaj;6,1,3,4,2,x,x,1;3;5,G,D,G,B,x,x
Gmaj;7,x,1,3,3,3,x,1;3;5,x,G,D,G,B,x
Gmaj;8,3,2,0,x,x,x,1;3;5,G,B,D,x,x,x
Gmaj;9,2,x,0,0,0,4,1;3;5,G,x,D,G,B,G
Gmaj;10,x,x,3,2,1,1,1;3;5,x,x,G,B,D,G
Gmaj;11,x,1,0,0,3,4,1;3;5,x,B,D,G,D,G
Gmaj;12,2,1,x,x,x,x,1;3;5,G,B,x,x,x,x
Gmaj;13,x,1,4,x,x,x,1;3;5,x,B,G,x,x,x
Gmaj;14,x,1,0,0,0,4,1;3;5,x,B,D,G,B,G
Gmaj;15,x,1,3,3,3,1,1;3;5,x,G,D,G,B,D
Gmaj;16,x,x,3,1,2,x,1;3;5,x,x,B,D,G,x
Gmaj7;1,x,x,4,3,2,1,1;3;5;7,x,x,G,B,D,F#
Gmaj7;2,1,4,2,3,1,x,1;3;5;7,G,D,F#,B,D,x
Gmaj7;3,x,4,3,1,1,1,1;3;5;7,x,G,B,D,F#,B
Gmaj7;4,1,x,3,4,2,x,1;3;5;7,G,x,F#,B,D,x
Gmaj7;5,x,1,3,2,4,x,1;3;5;7,x,G,D,F#,B,x
Gmaj7;6,x,1,0,0,3,2,1;3;5;7,x,B,D,G,D,F#
Gmaj7;7,3,x,0,0,0,2,1;3;5;7,G,x,D,G,B,F#
Gmaj7;8,x,1,x,0,3,2,1;3;5;7,x,B,x,G,D,F#
Gmaj7;9,x,x,2,4,1,3,1;3;5;7,x,x,B,F#,G,D
Gmaj7;10,x,1,3,2,4,1,1;3;5;7,x,G,D,F#,B,D
Gmaj7;11,x,x,1,4,4,4,1;3;5;7,x,x,G,D,F#,B
Gmaj7;12,2,x,1,3,4,x,1;3;5;7,B,x,G,D,F#,x
Gmaj7;13,x,x,0,0,0,2,1;3;5;7,x,x,D,G,B,F#
Gmaj7;14,x,3,2,0,0,1,1;3;5;7,x,D,F#,G,B,G
Gmaj7;15,1,2,0,0,0,3,1;3;5;7,F#,B,D,G,B,F#
Gmaj7;16,1,1,3,0,x,x,1;3;5;7,F#,B,F#,G,x,x
Gmaj7;17,3,x,2,4,1,x,1;3;5;7,D,x,B,F#,G,x
Gmaj7;18,3,x,1,1,1,x,1;3;5;7,F#,x,D,G,B,x
Gmaj7;19,3,2,4,0,0,1,1;3;5;7,G,B,F#,G,B,F#
Gmaj7;20,x,1,1,3,4,x,1;3;5;7,x,D,G,D,F#,x
Gmaj7;21,3,2,0,0,0,1,1;3;5;7,G,B,D,G,B,F#
Gmaj9;1,2,1,4,1,3,x,1;3;5;7;9,G,B,F#,A,D,x
Gmaj9;2,x,x,4,1,2,1,1;3;5;7;9,x,x,G,A,D,F#
Gmaj9;3,x,2,1,4,3,x,1;3;5;7;9,x,G,B,F#,A,x
Gmaj;17,2,1,0,0,0,3,1;3;5,G,B,D,G,B,G
Gsus2;1,x,1,3,4,1,x,1;2;5,x,G,D,G,A,x
Gsus2;2,x,4,1,1,x,x,1;2;5,x,G,A,D,x,x
Gsus4;1,3,x,0,0,1,4,1;4;5,G,x,D,G,C,G
Gsus4;2,1,1,3,4,1,1,1;4;5,G,C,G,C,D,G
Gsus4;3,x,1,2,3,4,1,1;4;5,x,G,D,G,C,D
Gsus4;4,x,x,3,4,1,1,1;4;5,x,x,G,C,D,G
G#5;1,1,3,x,x,x,x,1;5,G#,D#,x,x,x,x
